Date,Salesperson,Customer Name,Car Make,Car Model,Car Type,Car Year,Sale Price,Commission Rate,Commission Earned
2023-04-13,Eric Lopez,Charles Watts,Chevrolet,Corolla,SUV,2010,38215,0.079147626,3024.63
2022-12-09,Monica Moore MD,Kimberly Johnson,Chevrolet,Corolla,MiniVan,2015,13852,0.095381271,1321.22
2022-12-20,Ashley Ramos,James Obrien,Honda,Altima,SUV,2012,46212,0.055289814,2555.05
2022-05-17,Norma Watkins,Angel Chaney,Honda,Corolla,SUV,2013,37248,0.096084411,3578.95
2022-11-15,Scott Parker,Donna Quinn,Ford,Altima,Sedan,2010,19584,0.0846225,1657.25
2022-10-04,Roberto Rose,Michael Peck,Toyota,Altima,Sedan,2019,39026,0.111530219,4352.58
2022-05-30,Terry Perkins MD,Amy Gibson,Toyota,F-150,MiniVan,2014,15206,0.085725279,1303.54
2023-01-13,Scott Parker,Kayla Gray,Honda,Corolla,Hatchback,2014,28211,0.070323065,1983.88
2022-06-02,Terry Perkins MD,Adriana Cox,Ford,F-150,Hatchback,2020,15875,0.072423522,1149.72
2022-10-30,Roberto Rose,Matthew Young,Ford,Altima,SUV,2014,12498,0.061385571,767.2
2023-03-11,Ashley Ramos,Thomas Hicks,Chevrolet,Silverado,MiniVan,2020,38223,0.108667758,4153.61
2022-06-12,Terry Perkins MD,Holly Davis,Ford,F-150,MiniVan,2013,47189,0.132528119,6253.87
2022-05-27,Ashley Ramos,Laura Bailey,Chevrolet,Corolla,SUV,2016,30951,0.066042468,2044.08
2023-04-15,Ashley Ramos,Colleen Blevins,Toyota,Altima,Sedan,2012,35008,0.098620324,3452.5
2023-01-10,Patrick Harris,Laura Anderson,Ford,Silverado,SUV,2022,40771,0.143375296,5845.55
2022-07-26,Norma Watkins,Kimberly Schneider,Toyota,Civic,Convertible,2012,19951,0.127474704,2543.25
2022-10-21,Monica Moore MD,Patricia Martinez,Ford,Corolla,Convertible,2010,16768,0.112621341,1888.43
2023-03-03,Monica Moore MD,Sabrina Hudson,Chevrolet,Civic,Sedan,2015,11899,0.137152083,1631.97
2023-01-05,Roberto Rose,Robert Lynch,Chevrolet,Silverado,MiniVan,2017,38607,0.090934481,3510.71
2022-11-20,Eric Lopez,Ashley Smith,Nissan,Silverado,MiniVan,2020,22393,0.137937796,3088.84
2023-04-09,Terry Perkins MD,Christina Mendez,Nissan,F-150,MiniVan,2021,38854,0.138372297,5376.32
2023-03-24,Monica Moore MD,Jennifer Moses,Ford,Civic,SUV,2020,11249,0.110709071,1245.37
2022-05-15,Terry Perkins MD,Christian Jackson,Nissan,Corolla,SUV,2015,36447,0.095330455,3474.51
2022-06-09,Roberto Rose,Jessica Mejia,Ford,Silverado,Convertible,2019,21178,0.090247187,1911.25
2022-09-11,Roberto Rose,Courtney Taylor,Honda,Civic,Sedan,2019,46096,0.127447679,5874.83
2023-01-26,Scott Parker,Kelly Rose,Honda,Corolla,Convertible,2018,16449,0.122236728,2010.67
2022-10-22,Roberto Rose,Calvin Hansen,Chevrolet,F-150,Convertible,2013,22928,0.117747446,2699.71
2022-07-01,Monica Moore MD,Mia Rose,Ford,Civic,MiniVan,2017,40403,0.140925601,5693.82
2022-10-28,Patrick Harris,Michael Parks,Nissan,Corolla,Convertible,2016,43898,0.087054297,3821.51
2023-01-22,Terry Perkins MD,Tiffany Dixon,Nissan,Civic,Hatchback,2021,31000,0.123228894,3820.1
2022-05-10,Eric Lopez,Katherine Castillo,Honda,Corolla,Hatchback,2021,34819,0.068522605,2385.89
2023-01-06,Terry Perkins MD,David Davies,Ford,Altima,Hatchback,2017,43283,0.13628308,5898.74
2022-05-02,Roberto Rose,Daniel Alvarado,Honda,F-150,SUV,2014,32476,0.114850574,3729.89
2022-10-10,Patrick Harris,David Medina III,Chevrolet,Civic,Convertible,2014,18337,0.130999226,2402.13
2022-07-03,Monica Moore MD,Jeff Berg,Chevrolet,Silverado,MiniVan,2018,16718,0.066679169,1114.74
2023-03-09,Terry Perkins MD,Gregory Nichols,Chevrolet,Corolla,MiniVan,2019,39597,0.086329354,3418.38
2022-08-20,Norma Watkins,Stephen Jones,Toyota,Silverado,Sedan,2015,42093,0.147535896,6210.23
2022-10-21,Eric Lopez,Brandy Kemp,Ford,Silverado,Convertible,2020,18843,0.139072821,2620.55
2022-11-19,Patrick Harris,James Jacobson,Chevrolet,Silverado,MiniVan,2020,31442,0.093991716,2955.29
2022-05-31,Roberto Rose,Dr. William Wood Jr.,Ford,Silverado,Convertible,2010,29541,0.092218047,2724.21
2022-11-02,Monica Moore MD,Mr. Kenneth Frey,Ford,Silverado,MiniVan,2016,45120,0.115720816,5221.32
2023-02-07,Roberto Rose,Tiffany Ward,Chevrolet,Civic,Sedan,2010,45910,0.095919544,4403.67
2022-05-02,Patrick Harris,Carla Lyons,Toyota,F-150,MiniVan,2020,20365,0.13567133,2762.95
2022-09-05,Norma Watkins,Nicole Taylor,Toyota,Altima,MiniVan,2018,24168,0.104094838,2515.76
2023-02-04,Monica Moore MD,Antonio Vaughn,Nissan,Civic,MiniVan,2015,42328,0.095529933,4043.59
2022-09-02,Norma Watkins,Marcus Salazar,Toyota,Corolla,Sedan,2010,39812,0.050739901,2020.06
2023-04-29,Patrick Harris,Brian Hendricks,Toyota,Altima,SUV,2016,17939,0.108672376,1949.47
2022-09-05,Monica Moore MD,Robert Smith,Honda,F-150,Sedan,2021,10452,0.063090215,659.42
2022-08-30,Ashley Ramos,Victoria Wallace,Honda,Civic,Convertible,2021,44173,0.141028554,6229.65
2023-03-26,Monica Moore MD,Katherine Bautista,Nissan,F-150,Sedan,2022,40625,0.073081708,2968.94
2022-10-03,Terry Perkins MD,Linda Johnson,Ford,F-150,Convertible,2010,40260,0.065977338,2656.25
2023-01-19,Monica Moore MD,Lauren Powell,Toyota,Silverado,SUV,2019,25332,0.062187227,1575.33
2022-10-10,Eric Lopez,Mr. Philip Blackwell,Honda,Silverado,MiniVan,2017,17545,0.144964265,2543.4
2023-01-28,Scott Parker,Walter Perez,Nissan,Corolla,SUV,2016,43502,0.0701352,3051.02
2022-05-30,Scott Parker,Kelsey Moyer,Chevrolet,Corolla,SUV,2019,34647,0.092925296,3219.58
2022-07-26,Terry Perkins MD,Kathleen Moreno,Chevrolet,F-150,SUV,2014,37225,0.134628898,5011.56
2022-07-02,Eric Lopez,Mary Williams,Ford,F-150,Sedan,2020,18033,0.058791079,1060.18
2022-06-29,Scott Parker,Erin Munoz,Nissan,F-150,Hatchback,2018,25368,0.13870187,3518.59
2022-07-29,Patrick Harris,Alejandro Fry,Honda,Corolla,SUV,2014,23842,0.106302376,2534.46
2022-07-12,Roberto Rose,Michael Vaughn,Ford,Corolla,Convertible,2015,17965,0.11957363,2148.14
2022-06-12,Eric Lopez,Tara Woods,Toyota,F-150,Sedan,2019,39526,0.085715557,3387.99
2022-12-29,Patrick Harris,Timothy Berry,Nissan,Silverado,MiniVan,2021,19414,0.139691643,2711.97
2022-05-02,Terry Perkins MD,Andrew Richards,Chevrolet,F-150,MiniVan,2014,26634,0.08568327,2282.09
2023-04-10,Patrick Harris,Theresa Lambert,Toyota,Silverado,SUV,2022,10227,0.063265717,647.02
2023-04-24,Roberto Rose,William Ashley,Chevrolet,Altima,SUV,2014,24401,0.1289307,3146.04
2022-08-28,Ashley Brown,Philip Adams,Ford,Altima,Sedan,2013,44681,0.054200006,2421.71
2022-10-31,Eric Lopez,Angela Lopez,Toyota,F-150,Convertible,2016,18281,0.077368854,1414.38
2022-11-30,Scott Parker,Eric Townsend,Ford,Silverado,SUV,2010,32791,0.12482419,4093.11
2023-02-20,Norma Watkins,Spencer Burnett,Toyota,F-150,Hatchback,2022,21579,0.080734162,1742.16
2022-07-08,Roberto Rose,Margaret Morse,Honda,F-150,Convertible,2011,24283,0.093908413,2280.38
2022-07-06,Terry Perkins MD,Roger Frazier,Chevrolet,F-150,MiniVan,2012,11699,0.085746615,1003.15
2023-04-19,Monica Moore MD,Zoe Rodriguez,Ford,Silverado,MiniVan,2018,21112,0.114366412,2414.5
2023-01-30,Ashley Ramos,Kayla Pham,Toyota,Civic,Hatchback,2020,43524,0.139642406,6077.8
2022-11-11,Ashley Ramos,Bryan Walter,Honda,Altima,SUV,2022,13561,0.137134746,1859.68
2023-01-30,Patrick Harris,Timothy Hodge,Nissan,Silverado,Convertible,2019,20029,0.126109291,2525.84
2022-05-19,Ashley Ramos,Anne Henderson,Nissan,Civic,Hatchback,2011,35883,0.059740134,2143.66
2022-08-31,Roberto Rose,Gregory Johnson,Chevrolet,Corolla,Convertible,2010,37992,0.092685972,3521.33
2022-09-05,Eric Lopez,Charles Jackson,Chevrolet,Altima,SUV,2019,31532,0.069044972,2177.13
2022-11-01,Eric Lopez,Kendra James,Nissan,Silverado,Convertible,2022,35492,0.060970213,2163.95
2022-11-12,Ashley Brown,Omar Mcdowell,Honda,Silverado,Hatchback,2016,42150,0.149524288,6302.45
2023-01-25,Norma Watkins,Mary Collins,Nissan,Silverado,Hatchback,2015,16264,0.117587175,1912.44
2022-05-11,Terry Perkins MD,Cynthia Taylor,Toyota,Altima,Sedan,2014,29342,0.086994127,2552.58
2023-04-17,Scott Parker,Tonya Davis,Nissan,Civic,Hatchback,2019,48237,0.137816273,6647.84
2022-05-12,Roberto Rose,Luke Alvarado,Ford,Corolla,Sedan,2017,12470,0.064121717,799.6
2022-05-03,Norma Watkins,Shelley Houston,Ford,Altima,Convertible,2020,35669,0.053581307,1911.19
2022-07-20,Ashley Brown,Jackson Bishop,Chevrolet,F-150,Hatchback,2014,11982,0.104837672,1256.16
2023-01-13,Scott Parker,Brian Gregory,Honda,F-150,MiniVan,2016,40763,0.085531432,3486.52
2022-12-18,Norma Watkins,Mary Thompson,Chevrolet,Altima,SUV,2012,25644,0.088221704,2262.36
2023-01-11,Monica Moore MD,Carol Russell,Honda,F-150,Convertible,2012,25334,0.05532793,1401.68
2022-08-03,Scott Parker,Brian Ramirez,Honda,Civic,Hatchback,2016,30359,0.11614957,3526.18
2022-07-29,Norma Watkins,Krystal Martinez,Ford,Corolla,Hatchback,2019,21535,0.097648167,2102.85
2022-08-30,Monica Moore MD,Bradley Keller,Honda,Altima,Convertible,2014,22483,0.089364218,2009.18
2022-11-23,Ashley Ramos,Kathleen Bailey,Honda,Altima,Hatchback,2022,13851,0.069263948,959.37
2022-07-24,Eric Lopez,Amber Sparks,Honda,Altima,Convertible,2021,35751,0.124966302,4467.67
2023-01-07,Ashley Ramos,Johnathan Rivas,Honda,Corolla,Sedan,2016,46486,0.119016916,5532.62
2022-11-28,Eric Lopez,Eugene Carroll,Chevrolet,F-150,Hatchback,2017,49619,0.065572541,3253.64
2022-06-22,Patrick Harris,Johnny Weiss,Ford,Civic,Convertible,2017,45985,0.113379634,5213.76
2022-06-17,Norma Watkins,Cynthia Carpenter,Chevrolet,Silverado,Hatchback,2022,26328,0.082836545,2180.92
2023-03-12,Norma Watkins,Charles Davis,Honda,Altima,Hatchback,2010,43740,0.134937153,5902.15
2022-08-30,Terry Perkins MD,Scott Little,Toyota,F-150,MiniVan,2010,40388,0.140009607,5654.71
2023-04-18,Roberto Rose,Karen Guzman,Toyota,Altima,SUV,2021,34915,0.12105233,4226.54
2023-03-06,Norma Watkins,Megan Bishop,Ford,Civic,Convertible,2015,32194,0.128205428,4127.45
2022-07-28,Patrick Harris,Michael Smith,Nissan,Corolla,Hatchback,2013,26784,0.080997826,2169.45
2023-01-13,Eric Lopez,Melissa Rodriguez,Honda,F-150,MiniVan,2021,23313,0.096151332,2241.58
2022-06-01,Norma Watkins,Ms. Dana Fleming,Honda,Civic,Hatchback,2012,18360,0.053143215,975.71
2022-06-13,Scott Parker,Erik Garza,Ford,Civic,Sedan,2016,17809,0.074353418,1324.16
2023-01-09,Terry Perkins MD,Sharon Heath,Chevrolet,F-150,Sedan,2014,46988,0.094305993,4431.25
2022-11-21,Ashley Ramos,Mike Hamilton,Toyota,Corolla,Sedan,2018,45640,0.114334681,5218.23
2022-06-19,Ashley Brown,Bryan Luna,Chevrolet,Altima,SUV,2017,40943,0.08905826,3646.31
2022-08-18,Ashley Brown,Mark Hanson,Ford,Altima,Convertible,2022,44014,0.103927873,4574.28
2023-02-02,Monica Moore MD,Mary Farmer,Nissan,Corolla,SUV,2017,16043,0.104649741,1678.9
2023-01-25,Eric Lopez,David Wood,Toyota,Corolla,Sedan,2014,15010,0.088859935,1333.79
2022-06-09,Monica Moore MD,Michael Hogan,Toyota,Silverado,Convertible,2019,39720,0.137771373,5472.28
2022-07-23,Norma Watkins,Pamela Meyers,Honda,Civic,MiniVan,2022,40808,0.105788491,4317.02
2022-11-27,Roberto Rose,Frank Miller,Honda,F-150,Convertible,2011,40419,0.145986103,5900.61
2022-05-15,Patrick Harris,Andrew Phillips,Toyota,Corolla,SUV,2018,20365,0.089614183,1824.99
2022-08-09,Patrick Harris,Kristopher Garcia,Honda,Altima,SUV,2019,11889,0.130782781,1554.88
2022-11-01,Ashley Ramos,William Gill,Ford,Civic,Hatchback,2013,16191,0.095769335,1550.6
2022-06-20,Monica Moore MD,Dalton Cross,Ford,Silverado,SUV,2010,24611,0.062847803,1546.75
2022-08-11,Norma Watkins,Samuel Ball,Honda,Civic,Hatchback,2012,20708,0.09278116,1921.31
2022-06-11,Patrick Harris,Miss Erica Case,Toyota,F-150,Sedan,2016,14763,0.1434326,2117.5
2023-04-14,Eric Lopez,Benjamin Lee,Nissan,F-150,Convertible,2015,42391,0.108283861,4590.26
2023-04-11,Ashley Ramos,Ivan Wright,Nissan,Altima,MiniVan,2013,40977,0.077787058,3187.48
2023-01-03,Eric Lopez,Heidi Stevens,Nissan,Altima,Sedan,2011,26120,0.128934796,3367.78
2023-04-28,Ashley Brown,Ashley Rhodes,Ford,Civic,Convertible,2012,17579,0.113768394,1999.93
2022-09-15,Ashley Ramos,Ariel Harrison,Nissan,F-150,Sedan,2013,45639,0.108652764,4958.8
2022-09-17,Eric Lopez,Dawn Bush,Honda,Silverado,MiniVan,2015,31696,0.09955392,3155.46
2023-04-28,Norma Watkins,Dalton Mccarty,Honda,Civic,MiniVan,2017,31272,0.071361168,2231.61
2022-12-10,Scott Parker,John Liu,Ford,F-150,SUV,2015,21573,0.119771975,2583.84
2023-03-18,Scott Parker,Christopher Clements,Honda,Corolla,Sedan,2014,12559,0.108726489,1365.5
2022-08-15,Terry Perkins MD,Christopher Gates,Ford,Altima,Sedan,2017,18613,0.07859197,1462.83
2022-11-23,Ashley Brown,Melissa Gilbert,Honda,Corolla,SUV,2017,28183,0.096919165,2731.47
2022-08-04,Ashley Brown,Karen Smith,Honda,F-150,Convertible,2021,40264,0.07463757,3005.21
2022-07-08,Terry Perkins MD,Samantha Thomas,Chevrolet,Silverado,Sedan,2020,10496,0.097622337,1024.64
2022-09-04,Roberto Rose,Vanessa Velez,Nissan,Corolla,SUV,2020,41747,0.077885611,3251.49
2023-03-18,Ashley Brown,Thomas Bryant,Nissan,F-150,SUV,2012,42553,0.066343706,2823.12
2022-06-19,Scott Parker,Kimberly Lee,Honda,Silverado,Hatchback,2016,30920,0.065856924,2036.3
2022-12-10,Eric Lopez,Jacob Spencer,Honda,Corolla,MiniVan,2014,41720,0.060362669,2518.33
2022-11-09,Norma Watkins,Jennifer Kirk,Honda,Altima,Convertible,2021,18139,0.089298757,1619.79
2023-04-16,Monica Moore MD,Matthew Sampson,Ford,Corolla,Sedan,2014,37556,0.130094505,4885.83
2023-03-24,Eric Lopez,Melinda Garcia,Nissan,Civic,Hatchback,2021,39695,0.145804841,5787.72
2023-02-12,Monica Moore MD,Dennis Ryan,Chevrolet,Corolla,MiniVan,2011,20121,0.088645557,1783.64
2022-09-04,Ashley Brown,Felicia Bass,Nissan,Altima,Sedan,2018,30515,0.110714188,3378.44
2022-05-21,Terry Perkins MD,Marissa Smith,Nissan,Corolla,Hatchback,2019,27606,0.132063888,3645.76
2023-01-05,Ashley Ramos,Lisa Sims,Toyota,Altima,Convertible,2014,17647,0.093540276,1650.71
2023-02-10,Monica Moore MD,Kimberly Choi,Honda,Altima,Convertible,2020,11752,0.07153878,840.72
2022-11-30,Monica Moore MD,Joseph Fletcher,Chevrolet,Altima,MiniVan,2016,13398,0.065701108,880.26
2022-11-29,Norma Watkins,Lisa Butler,Ford,Corolla,Hatchback,2020,26852,0.137287663,3686.45
2023-02-15,Terry Perkins MD,Mary Perez,Chevrolet,F-150,MiniVan,2019,14814,0.146443117,2169.41
2023-01-07,Eric Lopez,Ashley Burgess,Nissan,Silverado,Sedan,2015,21695,0.076413118,1657.78
2022-12-25,Roberto Rose,Brandon Pennington,Toyota,Corolla,MiniVan,2015,12998,0.134324596,1745.95
2023-04-16,Eric Lopez,Hailey Lee,Ford,Civic,MiniVan,2014,45316,0.100933008,4573.88
2022-05-13,Scott Parker,Cole Jones,Ford,Silverado,SUV,2020,36592,0.059816948,2188.82
2023-01-23,Monica Moore MD,Brandon Poole,Nissan,Altima,Hatchback,2016,30607,0.103473841,3167.02
2022-08-27,Ashley Brown,Lauren Hancock,Ford,Altima,Convertible,2015,25204,0.080572119,2030.74
2022-11-26,Ashley Brown,Phillip Evans,Nissan,Silverado,Sedan,2013,27706,0.148458576,4113.19
2022-12-23,Patrick Harris,Jimmy Noble,Chevrolet,Altima,Convertible,2018,25326,0.136564105,3458.62
2022-09-24,Roberto Rose,Tina Payne,Ford,Silverado,Convertible,2015,15007,0.059126543,887.31
2022-12-13,Roberto Rose,Tara Owens,Nissan,Corolla,Convertible,2013,39988,0.118185934,4726.02
2022-08-03,Ashley Ramos,Sarah Graham,Toyota,F-150,Hatchback,2020,25973,0.125157901,3250.73
2023-02-04,Eric Lopez,Zachary Bailey,Chevrolet,Silverado,Convertible,2017,33739,0.093297367,3147.76
2022-05-26,Eric Lopez,Cameron Abbott,Chevrolet,Civic,MiniVan,2012,38330,0.125376393,4805.68
2023-04-26,Scott Parker,Robert Carpenter,Toyota,Silverado,Convertible,2011,10384,0.062601801,650.06
2022-08-12,Terry Perkins MD,Jesus Newman,Toyota,Civic,Hatchback,2013,47307,0.096343058,4557.7
2023-01-03,Ashley Brown,Kevin Sanders,Toyota,F-150,MiniVan,2011,35962,0.065942281,2371.42
2023-03-11,Monica Moore MD,Gabrielle Adams,Nissan,Altima,Convertible,2019,37987,0.085540011,3249.41
2023-03-05,Ashley Ramos,Sherry Wade,Honda,Civic,Convertible,2018,45262,0.050545879,2287.81
2023-04-08,Ashley Brown,Kenneth Peters,Nissan,Altima,Convertible,2014,15530,0.075405645,1171.05
2022-06-28,Ashley Ramos,Stephanie Miller,Ford,Silverado,Convertible,2020,36896,0.111340093,4108
2022-06-09,Scott Parker,Brett Peterson,Honda,Silverado,Convertible,2012,44197,0.112490261,4971.73
2023-04-20,Eric Lopez,Dr. Ruben Alexander,Honda,Civic,SUV,2018,41347,0.08989336,3716.82
2022-12-31,Terry Perkins MD,Erica Myers,Chevrolet,Corolla,Sedan,2020,24428,0.118751005,2900.85
2022-12-14,Patrick Harris,Andrea Garcia,Toyota,Corolla,SUV,2019,38114,0.09010407,3434.23
2023-04-23,Ashley Ramos,Robert Reid,Chevrolet,Silverado,Convertible,2013,16564,0.082237121,1362.18
2022-07-29,Eric Lopez,Maria Ramirez,Chevrolet,Altima,MiniVan,2011,46767,0.056236869,2630.03
2023-04-14,Patrick Harris,Andrew Sullivan,Toyota,Corolla,MiniVan,2019,14083,0.098506071,1387.26
2022-11-04,Monica Moore MD,Caitlin Lewis,Chevrolet,F-150,MiniVan,2020,43153,0.092238121,3980.35
2023-02-25,Eric Lopez,Johnny Galloway,Honda,Corolla,SUV,2022,33118,0.105094935,3480.53
2022-09-11,Roberto Rose,Melissa Garcia,Chevrolet,Corolla,Convertible,2018,21517,0.075971083,1634.67
2023-04-13,Scott Parker,Samantha Perez,Honda,Altima,MiniVan,2011,44854,0.114047077,5115.47
2023-02-26,Scott Parker,Tamara Hanna,Nissan,Corolla,MiniVan,2013,46994,0.148957829,7000.12
2022-07-28,Eric Lopez,Stephanie King,Chevrolet,Silverado,Sedan,2011,21444,0.117005751,2509.07
2022-08-17,Monica Moore MD,Brian Moreno,Chevrolet,Altima,SUV,2014,31597,0.138120008,4364.18
2023-03-29,Patrick Harris,Shannon Byrd,Ford,Altima,MiniVan,2016,21772,0.131034232,2852.88
2022-11-19,Monica Moore MD,Amber Hopkins,Toyota,Civic,SUV,2011,45953,0.093169994,4281.44
2023-04-12,Norma Watkins,Caitlyn Jacobs,Ford,F-150,Convertible,2016,24155,0.149348334,3607.51
2022-12-06,Ashley Brown,Matthew Shepherd,Nissan,Silverado,Convertible,2022,46467,0.112389265,5222.39
2022-05-13,Patrick Harris,Natasha Fisher,Ford,Altima,MiniVan,2010,16012,0.095125496,1523.15
2022-06-03,Eric Lopez,Heather James,Nissan,Civic,Hatchback,2014,14737,0.134838287,1987.11
2022-08-20,Monica Moore MD,Carlos Parker,Honda,Silverado,Sedan,2021,41851,0.067880529,2840.87
2022-07-19,Scott Parker,Natalie Blake,Nissan,Civic,Hatchback,2012,27002,0.077950423,2104.82
2022-08-03,Ashley Ramos,Tara Jordan,Chevrolet,Civic,SUV,2017,37976,0.116251497,4414.77
2022-07-07,Patrick Harris,Frank Mckee,Ford,F-150,Sedan,2010,38113,0.113128646,4311.67
2023-01-05,Monica Moore MD,Laura Brown,Ford,Silverado,MiniVan,2011,27840,0.098978961,2755.57
2023-04-04,Monica Moore MD,Ryan Bradley,Honda,Civic,Hatchback,2021,20672,0.090199368,1864.6
2023-01-18,Patrick Harris,Charles Brown,Chevrolet,Altima,Sedan,2019,15171,0.11713489,1777.05
2023-01-12,Terry Perkins MD,Laurie Miller,Honda,Silverado,Sedan,2015,44702,0.110775661,4951.89
2022-11-12,Scott Parker,Allison Morris,Chevrolet,Silverado,MiniVan,2020,43007,0.073319519,3153.25
2022-10-09,Patrick Harris,Jason Welch,Toyota,F-150,Hatchback,2021,30572,0.063751306,1949
2022-11-12,Scott Parker,Michael Jones,Honda,Altima,SUV,2017,19186,0.137211273,2632.54
2023-03-08,Scott Parker,James Bolton,Chevrolet,F-150,SUV,2012,39625,0.110644652,4384.29
2022-11-23,Terry Perkins MD,Brooke Fowler,Nissan,F-150,SUV,2014,35590,0.056270526,2002.67
2022-11-26,Eric Lopez,Jennifer Mahoney,Ford,Silverado,SUV,2014,38351,0.095382453,3658.01
2023-04-06,Monica Moore MD,Barbara Lyons,Honda,Altima,Convertible,2017,11243,0.11721379,1317.83
2022-10-26,Scott Parker,Eileen Nolan,Nissan,Altima,Hatchback,2011,36988,0.110436162,4084.81
2022-08-14,Ashley Brown,Billy Banks,Honda,Silverado,MiniVan,2019,15208,0.132332193,2012.51
2022-07-29,Scott Parker,Audrey Walsh,Chevrolet,Altima,SUV,2010,33507,0.075324464,2523.9
2022-11-30,Ashley Brown,Yvonne Johnston,Chevrolet,Altima,Sedan,2012,29083,0.065535235,1905.96
2023-01-25,Patrick Harris,Tabitha Ware,Ford,Silverado,Sedan,2018,46276,0.115895521,5363.18
2022-07-19,Eric Lopez,Katherine Galvan,Chevrolet,Corolla,SUV,2015,33810,0.054529258,1843.63
2022-09-26,Norma Watkins,Randy Simmons,Ford,Silverado,MiniVan,2013,35598,0.096054606,3419.35
2022-09-12,Ashley Ramos,Christy Wagner,Toyota,Silverado,Sedan,2014,27562,0.126337047,3482.1
2022-11-26,Scott Parker,Ronald Jones,Toyota,Altima,Convertible,2021,45680,0.114715629,5240.21
2022-12-19,Scott Parker,Erica Andrews,Chevrolet,F-150,SUV,2015,25975,0.089030031,2312.56
2022-07-19,Ashley Brown,Jennifer Cole DVM,Nissan,Silverado,Hatchback,2021,26722,0.118909441,3177.5
2023-04-14,Ashley Brown,Daniel Payne,Nissan,Civic,MiniVan,2010,37210,0.068775713,2559.14
2022-05-08,Scott Parker,William Miller,Ford,Silverado,MiniVan,2015,47748,0.071528299,3415.33
2023-01-05,Roberto Rose,Sarah Ferrell,Honda,Silverado,Hatchback,2011,12333,0.099521133,1227.39
2022-10-20,Ashley Ramos,Jessica Jackson,Chevrolet,Civic,Hatchback,2011,38902,0.054780195,2131.06
2022-12-24,Ashley Brown,Paul Thompson,Ford,Altima,Sedan,2012,21381,0.071546142,1529.73
2023-02-20,Roberto Rose,Janice Wilson,Honda,Altima,MiniVan,2020,22132,0.12993885,2875.81
2023-02-04,Patrick Harris,Jennifer Johnson,Honda,Corolla,Hatchback,2018,45066,0.125232894,5643.75
2022-07-21,Ashley Brown,Dr. Allison Clark,Toyota,Silverado,Sedan,2012,43293,0.112061692,4851.49
2022-11-18,Roberto Rose,David Lambert,Chevrolet,F-150,SUV,2018,18848,0.058204699,1097.04
2023-04-21,Roberto Rose,Jessica Williams,Chevrolet,Corolla,Hatchback,2012,10070,0.109176645,1099.41
2022-06-22,Eric Lopez,Christopher Ward,Nissan,F-150,MiniVan,2011,31151,0.130496222,4065.09
2022-07-24,Scott Parker,Tyler Hale,Honda,Silverado,Sedan,2017,34691,0.145989755,5064.53
2022-11-15,Patrick Harris,Juan Valdez,Chevrolet,Civic,Convertible,2021,14101,0.062792977,885.44
2022-08-02,Ashley Brown,Michael Rodriguez,Toyota,Altima,SUV,2015,37321,0.084827189,3165.84
2022-08-20,Ashley Ramos,Robert Jones,Ford,F-150,Sedan,2016,42395,0.120783028,5120.6
2023-01-04,Terry Perkins MD,Kathleen Lamb,Honda,Corolla,Hatchback,2011,35728,0.094120088,3362.72
2023-01-31,Roberto Rose,Melissa Grimes,Nissan,Silverado,Sedan,2013,42246,0.103265616,4362.56
2022-10-31,Terry Perkins MD,Tonya Willis,Toyota,Silverado,Convertible,2022,49947,0.087017999,4346.29
2022-12-03,Norma Watkins,Luis White,Chevrolet,Civic,Convertible,2022,37877,0.138626168,5250.74
2022-08-27,Patrick Harris,Dylan Callahan,Toyota,Civic,SUV,2012,43691,0.147491181,6444.04
2023-04-13,Terry Perkins MD,Yolanda Murphy,Honda,Silverado,MiniVan,2011,35562,0.104197481,3705.47
2022-07-07,Terry Perkins MD,Jeffrey Andrews,Chevrolet,Civic,SUV,2021,10274,0.071995075,739.68
2023-01-21,Monica Moore MD,Steven Sanders,Nissan,F-150,MiniVan,2014,41931,0.059470644,2493.66
2023-04-26,Ashley Brown,Joel Bradley,Toyota,Civic,Convertible,2020,43320,0.054487704,2360.41
2022-07-25,Ashley Ramos,Mr. Brandon Silva PhD,Chevrolet,Silverado,Convertible,2011,14374,0.06679198,960.07
2022-08-06,Patrick Harris,Robert Harrison,Honda,Silverado,Sedan,2022,30082,0.137352397,4131.83
2023-03-19,Terry Perkins MD,Cynthia Cunningham,Ford,Corolla,MiniVan,2010,18026,0.082955013,1495.35
2023-02-04,Terry Perkins MD,Danielle Harris,Toyota,Silverado,SUV,2017,46044,0.052491823,2416.93
2023-01-11,Scott Parker,Hannah Parks,Chevrolet,Corolla,Hatchback,2016,39609,0.117403413,4650.23
2022-11-17,Eric Lopez,Steven Chavez,Toyota,F-150,Sedan,2018,42224,0.129023902,5447.91
2022-12-01,Terry Perkins MD,Gary Hall,Honda,Civic,Convertible,2020,12345,0.071940235,888.1
2022-05-06,Eric Lopez,Leslie Liu,Honda,Altima,MiniVan,2019,45207,0.113303501,5122.11
2022-12-20,Terry Perkins MD,Robert Griffin,Toyota,Altima,Hatchback,2013,27332,0.091926165,2512.53
2022-10-12,Ashley Ramos,Kelly Eaton,Ford,Altima,Sedan,2016,30085,0.057283655,1723.38
2023-01-28,Roberto Rose,Jeff Green,Chevrolet,F-150,Convertible,2021,21933,0.145135798,3183.26
2022-06-30,Norma Watkins,Miss Rachel Anthony MD,Nissan,Civic,Convertible,2010,35478,0.112667753,3997.23
